iter	MultiClass
0	1.503392747
1	1.304520678
2	1.153163493
3	1.036050159
4	0.9413212943
5	0.8592664722
6	0.7915773341
7	0.7324424506
8	0.6813822376
9	0.6335091101
10	0.594081173
11	0.5593949669
12	0.5274868018
13	0.4983299043
14	0.4706172132
15	0.4475977756
16	0.4250635756
17	0.4043502043
18	0.3861309617
19	0.3702470539
20	0.3532000203
21	0.3377080999
22	0.3245710038
23	0.311928837
24	0.3016677976
25	0.2912276665
26	0.2814874227
27	0.2731361817
28	0.264730932
29	0.2580669155
30	0.2510815052
31	0.2441280007
32	0.2381064636
33	0.2326473058
34	0.2262584558
35	0.2214734377
36	0.2166509925
37	0.2114700034
38	0.2072676319
39	0.2036396058
40	0.1986948561
41	0.1948462741
42	0.1917671011
43	0.18870925
44	0.1852942648
45	0.1813848359
46	0.1794831746
47	0.1755538737
48	0.1728923189
49	0.1704497357
50	0.1674479729
51	0.164903388
52	0.1622893677
53	0.1602839431
54	0.1574081821
55	0.1549680711
56	0.1531570592
57	0.1507077125
58	0.1480528028
59	0.1459471751
60	0.1443353857
61	0.1423194863
62	0.1405473326
63	0.1386918311
64	0.1362200789
65	0.1341368149
66	0.1327223985
67	0.131817773
68	0.1301394372
69	0.1283851325
70	0.1269254225
71	0.1255706759
72	0.1246294808
73	0.1233323672
74	0.1213508812
75	0.1197756769
76	0.1186446135
77	0.1174067693
78	0.1161373259
79	0.1153982968
80	0.1142567626
81	0.1130413999
82	0.1121098461
83	0.1109004939
84	0.1102041002
85	0.1087872009
86	0.1075361627
87	0.1065909448
88	0.1057504787
89	0.1042218841
90	0.1034977077
91	0.1019310438
92	0.1014565007
93	0.100304654
94	0.09965487748
95	0.09876848372
96	0.09807740807
97	0.0968552388
98	0.09590558737
99	0.09458742325
100	0.09417611962
101	0.09324367269
102	0.0924693872
103	0.09161407199
104	0.09078102999
105	0.09008479001
106	0.08935652561
107	0.0884943391
108	0.08726564615
109	0.0865899059
110	0.08614923068
111	0.08550819348
112	0.08480336342
113	0.08404389548
114	0.0833517727
115	0.0829159804
116	0.08244380405
117	0.08170520171
118	0.08079549937
119	0.08013865057
120	0.07925129987
121	0.07869530432
122	0.07826394513
123	0.0775269528
124	0.07690715685
125	0.07593393524
126	0.0752658809
127	0.07459952736
128	0.07411142507
129	0.07316291863
130	0.07295047327
131	0.07213182296
132	0.07139421556
133	0.07092968167
134	0.07062455492
135	0.07024973969
136	0.06947587915
137	0.06910042623
138	0.06846577637
139	0.06795279302
140	0.06726348145
141	0.06696353447
142	0.06632618931
143	0.06583145855
144	0.06533988438
145	0.06495845306
146	0.06449542094
147	0.06396877221
148	0.06345208955
149	0.06312080936
150	0.06292721346
151	0.06248123202
152	0.06197451686
153	0.06127160682
154	0.06094807814
155	0.06035541443
156	0.05982708759
157	0.05898550457
158	0.05862291883
159	0.05805850231
160	0.05774719567
161	0.05737703339
162	0.05698236688
163	0.05684043659
164	0.0564131107
165	0.05618674031
166	0.05565867839
167	0.05529259217
168	0.0550326907
169	0.05470622385
170	0.05443055749
171	0.05420987149
172	0.05384628792
173	0.05362413078
174	0.0531290417
175	0.05292138277
176	0.05273490434
177	0.05251850907
178	0.05241389692
179	0.05225741994
180	0.05204334632
181	0.05185863032
182	0.05160584329
183	0.05129140498
184	0.05067550817
185	0.05058086895
186	0.05035964572
187	0.04985335948
188	0.04958011906
189	0.04944055771
190	0.04909349521
191	0.04881626853
192	0.04846142177
193	0.04814099461
194	0.04801394731
195	0.04777134721
196	0.04744386849
197	0.04722195196
198	0.04699849075
199	0.04687046251
200	0.04666035316
201	0.04638209888
202	0.04617636213
203	0.04607946826
204	0.04583140567
205	0.04573872599
206	0.0455428898
207	0.04527600858
208	0.04501643651
209	0.04477853851
210	0.04464709187
211	0.04438891278
212	0.04432069622
213	0.04413807457
214	0.04357262415
215	0.04352799336
216	0.04338395365
217	0.0430757903
218	0.04275714136
219	0.04255174105
220	0.04234184103
221	0.04227090247
222	0.04192189251
223	0.04178050868
224	0.04169826853
225	0.04157530759
226	0.0413304495
227	0.04117651173
228	0.04108757581
229	0.04097903667
230	0.04089285433
231	0.04081972644
232	0.04061165251
233	0.04047878003
234	0.04018610465
235	0.04015208343
236	0.04005410174
237	0.03993344735
238	0.03983985369
239	0.03958523621
240	0.03948726491
241	0.03936205305
242	0.03930597505
243	0.03916342421
244	0.03899886372
245	0.03877266588
246	0.03868964164
247	0.03856538672
248	0.03828187663
249	0.03796168649
250	0.03758954689
251	0.03750614104
252	0.03738556918
253	0.03722178072
254	0.03704572246
255	0.03687859367
256	0.03672636866
257	0.03662884601
258	0.03636021162
259	0.03620414451
260	0.03609997747
261	0.03590792809
262	0.03587887458
263	0.03581992233
264	0.03573292547
265	0.03548758294
266	0.03512980379
267	0.03497777239
268	0.03484876847
269	0.03462730537
270	0.03459439618
271	0.03446769315
272	0.03428077626
273	0.0340883527
274	0.03387146191
275	0.0337111798
276	0.03357397537
277	0.03349946098
278	0.03340602196
279	0.03329378279
280	0.03318711291
281	0.03301557429
282	0.032843817
283	0.03277501657
284	0.03265402111
285	0.0325632549
286	0.0323961935
287	0.03234697741
288	0.0322982718
289	0.03210819784
290	0.03203404573
291	0.03191896873
292	0.03181228202
293	0.03174400529
294	0.03160770001
295	0.03151893999
296	0.03136290884
297	0.03124068135
298	0.03115201935
299	0.03108135971
300	0.03103468959
301	0.03093016504
302	0.030788029
303	0.0307568139
304	0.03070450443
305	0.03052013424
306	0.03040586146
307	0.03027730519
308	0.03020636932
309	0.03004540927
310	0.02989675713
311	0.02984822087
312	0.02973600173
313	0.02959543073
314	0.02955784948
315	0.02952028435
316	0.02944356011
317	0.02933372517
318	0.02915062096
319	0.02903266813
320	0.02883495019
321	0.02876805876
322	0.02866116566
323	0.02861288148
324	0.02851337829
325	0.028452019
326	0.02838996395
327	0.02827110321
328	0.02821434321
329	0.02815269165
330	0.02806334129
331	0.02799910892
332	0.02793592877
333	0.02790078359
334	0.0277595455
335	0.02766133573
336	0.02763403894
337	0.02753882704
338	0.02747128845
339	0.02732233251
340	0.02710125314
341	0.02703354777
342	0.02691270674
343	0.02680285001
344	0.02676437002
345	0.02667086273
346	0.02662521207
347	0.0264998045
348	0.0264633098
349	0.02638785869
350	0.02630716898
351	0.02620415051
352	0.02617530453
353	0.02602731718
354	0.02593068525
355	0.02583119913
356	0.02572151292
357	0.02569590113
358	0.02554688141
359	0.02540764698
360	0.02534686743
361	0.02527436954
362	0.02519477175
363	0.02509663124
364	0.02503111266
365	0.02491773996
366	0.02487565633
367	0.02476304628
368	0.02471839129
369	0.02467860244
370	0.02458124183
371	0.02452122149
372	0.02439817507
373	0.02431178143
374	0.02418238832
375	0.02408273621
376	0.02403915056
377	0.02398733664
378	0.02390973967
379	0.02387637884
380	0.02385293611
381	0.0237962291
382	0.02369613331
383	0.02364473233
384	0.02360053765
385	0.02353283107
386	0.0234452952
387	0.02331094454
388	0.0232475721
389	0.02321846683
390	0.02314933317
391	0.02310352945
392	0.02307301295
393	0.02305717638
394	0.02299888879
395	0.02295522628
396	0.02293158829
397	0.02290974405
398	0.02286012281
399	0.02281849573
400	0.02280307103
401	0.02273144204
402	0.02268115188
403	0.02262366214
404	0.02249256838
405	0.02241345002
406	0.02234001372
407	0.02227152003
408	0.02218845657
409	0.02206849984
410	0.02199055955
411	0.02191597851
412	0.02187823309
413	0.02185373245
414	0.02183756944
415	0.02179126568
416	0.02171479453
417	0.02166517592
418	0.02155691512
419	0.02152355078
420	0.02141780142
421	0.02133132782
422	0.02128257589
423	0.02123866768
424	0.02121042763
425	0.0211715546
426	0.02101810806
427	0.02096639399
428	0.02091901981
429	0.02084860522
430	0.02079742966
431	0.02078122157
432	0.0207187884
433	0.02062243258
434	0.02056663783
435	0.02055071926
436	0.02049588267
437	0.02046397794
438	0.02035564304
439	0.02028925819
440	0.02009138349
441	0.0200359199
442	0.01993992204
443	0.01991804007
444	0.01981179979
445	0.01974402094
446	0.01970279322
447	0.01964665594
448	0.01951871776
449	0.01947438561
450	0.01939619708
451	0.01933294027
452	0.01930814493
453	0.01929004356
454	0.01925972031
455	0.01918684605
456	0.01907294886
457	0.01903519449
458	0.01895967045
459	0.01892338551
460	0.01874949906
461	0.01871334788
462	0.01864975008
463	0.01861741759
464	0.018571498
465	0.01854865492
466	0.01848221998
467	0.01844419621
468	0.01839394898
469	0.01824146101
470	0.01818250852
471	0.01816550619
472	0.01813490937
473	0.01807495218
474	0.01801830238
475	0.0179550926
476	0.01788447624
477	0.01786737338
478	0.01784555541
479	0.01783031005
480	0.01780769089
481	0.01778020874
482	0.0177450253
483	0.01768156873
484	0.01765464913
485	0.01764124276
486	0.01757473025
487	0.01754755841
488	0.01751559863
489	0.01745034058
490	0.01740786535
491	0.01732258842
492	0.01724420646
493	0.01720319647
494	0.0171857364
495	0.01715273767
496	0.01712240022
497	0.01708814553
498	0.01704086505
499	0.0169916291
500	0.0169194881
501	0.01685571798
502	0.01680320764
503	0.01678582242
504	0.01676599741
505	0.01675049771
506	0.01674210474
507	0.01669469058
508	0.01665077948
509	0.01656024452
510	0.01652609256
511	0.01651875562
512	0.01649717468
513	0.01648743994
514	0.01645595503
515	0.01641428813
516	0.01640198798
517	0.01633191864
518	0.01626276177
519	0.01623631885
520	0.01618078264
521	0.01612077207
522	0.01608812804
523	0.01603970422
524	0.01600282185
525	0.01595922676
526	0.01594313263
527	0.01588373419
528	0.01587534865
529	0.01584832022
530	0.01578725593
531	0.01574686158
532	0.01572800977
533	0.01570674815
534	0.01569577811
535	0.01568112226
536	0.01567150378
537	0.01565901359
538	0.01561351772
539	0.01559427443
540	0.01552036702
541	0.01548695094
542	0.01545692295
543	0.01540976573
544	0.01540027739
545	0.01536932803
546	0.01532464953
547	0.01528824741
548	0.01527472263
549	0.01523894006
550	0.01521282956
551	0.015173734
552	0.01507327096
553	0.01503573791
554	0.01500737707
555	0.01496822231
556	0.0148962115
557	0.01484235943
558	0.01480904926
559	0.01476001227
560	0.01473011058
561	0.01471497727
562	0.01468456198
563	0.01465115997
564	0.01464280228
565	0.01462763696
566	0.01459032368
567	0.01455551274
568	0.01454467222
569	0.01449782232
570	0.01448136071
571	0.01445428786
572	0.0144118245
573	0.01438660656
574	0.01437541455
575	0.01435974058
576	0.01432378469
577	0.01420014223
578	0.01418388127
579	0.01416768429
580	0.01411039436
581	0.01408470402
582	0.01405979897
583	0.01402715314
584	0.01400492871
585	0.01398569867
586	0.01394627397
587	0.01391623161
588	0.01387360535
589	0.01385034838
590	0.01381518623
591	0.01376403738
592	0.01371905356
593	0.01370405436
594	0.01363880062
595	0.0135867989
596	0.01356487074
597	0.01354145696
598	0.01350824625
599	0.01349981124
600	0.01347386108
601	0.0134477306
602	0.01342706073
603	0.01339177447
604	0.0133463372
605	0.01331401572
606	0.01329600993
607	0.01326425393
608	0.01320244217
609	0.01317419501
610	0.01314028743
611	0.01312546516
612	0.01308181677
613	0.01306204169
614	0.01303357107
615	0.01299690953
616	0.01296349288
617	0.0129438216
618	0.01293452831
619	0.01289828294
620	0.01286396269
621	0.01285254501
622	0.01284194092
623	0.01282785071
624	0.01281066424
625	0.01278215141
626	0.01276215695
627	0.01272979936
628	0.0126909178
629	0.01267637231
630	0.01266205182
631	0.01262683004
632	0.01260321225
633	0.01258972112
634	0.01256303593
635	0.01252512883
636	0.01251962356
637	0.01246707779
638	0.01240762829
639	0.01236696799
640	0.01235517777
641	0.01233420465
642	0.01227922872
643	0.01227117443
644	0.01226083248
645	0.01223719544
646	0.01222543547
647	0.01219301525
648	0.01214811369
649	0.01213766329
650	0.01212406318
651	0.01209629194
652	0.01207903247
653	0.01206067497
654	0.01204270402
655	0.012013285
656	0.01200684616
657	0.01196874141
658	0.01195370513
659	0.01193788308
660	0.01191764
661	0.01190913257
662	0.01189535763
663	0.01188796471
664	0.01186626573
665	0.0118448843
666	0.01182925431
667	0.0118064917
668	0.01176066037
669	0.01175524396
670	0.01172665912
671	0.01170147219
672	0.01167853965
673	0.01166050863
674	0.01163919548
675	0.01161533985
676	0.01157167805
677	0.01155898924
678	0.01155076194
679	0.01150791555
680	0.01147931439
681	0.01143701724
682	0.01141885386
683	0.01140519937
684	0.01139023091
685	0.01137875376
686	0.01135869638
687	0.01135085513
688	0.01133406161
689	0.01130198499
690	0.01128579418
691	0.01126076179
692	0.01124536739
693	0.01123370582
694	0.01121212432
695	0.01118678774
696	0.01116920686
697	0.01115096791
698	0.01108794338
699	0.01104234414
700	0.01099448114
701	0.0109785068
702	0.01096206446
703	0.01095580464
704	0.01094136751
705	0.01091613213
706	0.01088505393
707	0.010862496
708	0.01085395279
709	0.01084017454
710	0.01083410222
711	0.01081433574
712	0.0107882151
713	0.01077973929
714	0.01076457938
715	0.01075631806
716	0.01075261004
717	0.01073681217
718	0.01071379756
719	0.01068193742
720	0.01067003792
721	0.01064338573
722	0.01062038245
723	0.01060750729
724	0.01056109935
725	0.0105418298
726	0.01052484279
727	0.01049046066
728	0.01046077013
729	0.01043424819
730	0.01042529091
731	0.01040246476
732	0.01037902221
733	0.01033208604
734	0.01031996396
735	0.01031359548
736	0.01029450138
737	0.01028328981
738	0.01027133875
739	0.01022992813
740	0.01022441174
741	0.01020609576
742	0.01020117581
743	0.01016954334
744	0.01014052779
745	0.0101026287
746	0.01007993735
747	0.0100511292
748	0.0100429193
749	0.01003450791
750	0.01002887654
751	0.01001732116
752	0.01000116145
753	0.009982724272
754	0.009965900421
755	0.009956484501
756	0.009906603371
757	0.009885252781
758	0.009848341288
759	0.009840935143
760	0.00981825694
761	0.009809145004
762	0.009800790327
763	0.009786548975
764	0.009768910786
765	0.009754798363
766	0.009735442447
767	0.009724509083
768	0.009717814205
769	0.009707443733
770	0.009682038489
771	0.009661462435
772	0.009641752294
773	0.009619414106
774	0.009584793602
775	0.009565073177
776	0.00955118713
777	0.009545287903
778	0.009534946015
779	0.009519588788
780	0.009498521532
781	0.009492236391
782	0.009478222223
783	0.009457871832
784	0.009451701453
785	0.009442646434
786	0.009430941573
787	0.009416980093
788	0.009384383099
789	0.009368942633
790	0.009354928546
791	0.009320948731
792	0.009304327189
793	0.00928242766
794	0.009262662838
795	0.009244198387
796	0.009214120626
797	0.009196826369
798	0.009172833119
799	0.009148639789
800	0.009141996215
801	0.009135279504
802	0.009110378014
803	0.009092417772
804	0.009071675171
805	0.009033585269
806	0.009026793371
807	0.00901211557
808	0.008990524397
809	0.008984201576
810	0.008957784036
811	0.0089476031
812	0.008935395095
813	0.008913672677
814	0.00889793696
815	0.008885507962
816	0.008868404022
817	0.008854448032
818	0.008839128025
819	0.008835620474
820	0.008810136083
821	0.00879698001
822	0.008787376185
823	0.008781865562
824	0.008764828807
825	0.008760348172
826	0.008756649868
827	0.008743689334
828	0.008737388418
829	0.008728091676
830	0.008705623097
831	0.008682422201
832	0.008673818687
833	0.008665032801
834	0.008641202394
835	0.008634730904
836	0.008621669617
837	0.008616154747
838	0.008602787239
839	0.008591537559
840	0.008570971076
841	0.008539010366
842	0.008522754434
843	0.008508670516
844	0.008497651176
845	0.008474757318
846	0.008462740267
847	0.008446717874
848	0.008442174957
849	0.008427544757
850	0.008401839357
851	0.008395421501
852	0.008386083052
853	0.008382527976
854	0.008375667925
855	0.008355316367
856	0.008347857578
857	0.008311622068
858	0.008305768768
859	0.008284830396
860	0.008268233409
861	0.008257144187
862	0.008230565089
863	0.008219654301
864	0.00816770419
865	0.008162542651
866	0.008142410577
867	0.00809788107
868	0.008094148467
869	0.008086772242
870	0.008081292341
871	0.00807362763
872	0.008042628081
873	0.008037031955
874	0.008030892678
875	0.008021759742
876	0.008017162448
877	0.008011060393
878	0.008001040716
879	0.007990087363
880	0.007982483821
881	0.007975139327
882	0.007965975761
883	0.007937604189
884	0.007925947242
885	0.007919471338
886	0.007903158743
887	0.007884269337
888	0.007873094112
889	0.007866405644
890	0.007853574179
891	0.007848978026
892	0.007840852891
893	0.007822073702
894	0.007814770203
895	0.007793819635
896	0.007772440249
897	0.007754187814
898	0.007726261216
899	0.007720491276
900	0.007713628138
901	0.007700064316
902	0.007695382814
903	0.0076888099
904	0.007677945469
905	0.00766281498
906	0.007655171206
907	0.00764838781
908	0.00763399314
909	0.007623289167
910	0.007615856856
911	0.007611475491
912	0.007586960772
913	0.007581930059
914	0.007575688409
915	0.007566901532
916	0.007557064995
917	0.007551531319
918	0.007540879927
919	0.007530132912
920	0.007511701514
921	0.00749613938
922	0.007482276843
923	0.007466223694
924	0.007462082195
925	0.007455672983
926	0.007444687456
927	0.00743726654
928	0.007424386093
929	0.007408780122
930	0.007400587749
931	0.00739090714
932	0.007383182307
933	0.007362371831
934	0.007351922259
935	0.007345289571
936	0.007339791087
937	0.007324358975
938	0.007307407558
939	0.007301133389
940	0.007289245634
941	0.00728441311
942	0.007272260077
943	0.007269119186
944	0.007256877714
945	0.007239739248
946	0.007227295401
947	0.007223099348
948	0.007210893263
949	0.007192975344
950	0.007188795926
951	0.007177476906
952	0.00716966315
953	0.007158799363
954	0.007147716731
955	0.007142365722
956	0.007133829072
957	0.007122857778
958	0.007115822797
959	0.007095240349
960	0.007082896023
961	0.007068120496
962	0.007060701642
963	0.007052926832
964	0.007029390005
965	0.007008999212
966	0.007003080682
967	0.006997536025
968	0.006992464555
969	0.006985766175
970	0.006979540385
971	0.006972809548
972	0.006956019679
973	0.006946058318
974	0.006904096423
975	0.006894728026
976	0.006881123482
977	0.006866413616
978	0.006850461358
979	0.006839997177
980	0.006826874136
981	0.006825172858
982	0.006812928809
983	0.006800850678
984	0.006785693472
985	0.006754607779
986	0.0067445853
987	0.006732304202
988	0.006725794787
989	0.006718410977
990	0.006715676809
991	0.00671044077
992	0.006700683231
993	0.006692207523
994	0.006687876425
995	0.006678372151
996	0.006675321247
997	0.006670998094
998	0.006664880708
999	0.006660485031
